source,title,link,location,desc
bizbuysell,Innovative Medical Documentation Distributor,/Business-Opportunity/Innovative-Medical-Documentation-Distributor/1107311/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjclMmY=,"Victoria, TX","
                                        This is an established 21-year-old business. It has been owned and operated by the same two people for all 21 years. The company has been the sole distributor for the product for all its years of operation. It started in the owners home and is currently still functioning from a home base. Several customers have been ordering from the company since it opened. The product was invented and patented by the present owner. It is a medical device used for permanent documentation in a patients record.
Material products costs have periodically increased over the years, but forced a price increase only once to the customer in 2010. The product has stood the test of time through medical facility inspections that regularly occur in hospitals, LTC and home health agencies. The product also has been utilized in various medical research studies indicating its accuracy and validity for documentation. The current product distribution is predominantly in the United States with recent expansion into Europe, Asia, and South America. The business has always been profitable. Marketing into governmental facilities with the newly acquired FSS vendor number two years ago could bring additional revenue and future growth.
The owners are actively seeking a “stock sale” buyer to take this well-established company to the next
level.
This company presents a one of a kind opportunity for an owner operator or for expansion operations of an
existing establishment to further influence into the area.
If you would like more information about this company or would like to schedule a site visit, please contact the agent by phone or email.
                                    "
bizbuysell,Veterinary Clinic,/Business-Opportunity/Veterinary-Clinic/1130275/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Albuquerque, NM","
                                        The clinic provides small animal, primarily dog and cat, veterinary services. The owner is now ready to retire but will assist with the transition of the practice to the new owner. 

The clinic has an established reputation for friendly, high quality service at low to moderate prices. Clients come from throughout the Albuquerque metro area, Bernalillo, Rio Rancho and Placitas. The clinic consistently has in excess of 6,000 patients visit per year. With this client base and a moderate increase in rates the profits of the business could certainly be increased.
                                    "
bizbuysell,"Highly Successful, Non-Medical Senior Care Business",/Business-Opportunity/Highly-Successful-Non-Medical-Senior-Care-Business/760584/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Dallas County, TX","
                                        Business has been established for over 17 years, as a very profitable, non-medical, senior care company.  As the oldest Licensed Non-Medical Care Giving Registry in the County, the business offers great cash flow and a long, stable history of performance! The business provides a registry of caregivers that help seniors live a better quality of life.  From driving them to a doctor's appointment, to helping with grocery shopping, to providing reminders for medicine schedules, to regular personal hygiene, the caregiver is a true companion. 
The US Census Bureau shows that this market is the fastest growing segment of the population today. In the year 2000, over 600 million people were over age 60. By the year 2025, there will be 1.2 billion in that age range and over 2 billion by 2050.
                                    "
bizbuysell,"Dental Practice, N.TX, Gross $442K, Net $226K - Ask $299K",/Business-Opportunity/Dental-Practice-N-TX-Gross-442K-Net-226K-Ask-299K/1093775/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"N. Dallas Suburb, TX","
                                        Dental Practice, well established.  Rare 30 year old practice, established in 1984.  2013 Annual collections of $442,850 and adjusted Net Income of $226,867, Priced at $299,000.  The Dentist currently practices on a limited basis and offers limited, basic procedures.  The dentist no longer performs endodontics, most extractions, implants or orthodontics, which all represent huge potential growth areas for the new dentist.  There are currently over 600 existing patients and 70 new patients, with operating hours of 8:30am to 5:00pm Mon – Thursday.  The current patient base offers the new owner a strong foundation for a new owner to immediately earn income, but there is room to grow the business in volume, higher dollar procedures and operating additional days and hours. The practice utilizes CS SoftDent Software.  The purchase price of $299,000 includes all assets associated with the business, such as the name, patient list, all furniture, fixtures & equipment, inventory, and necessary hands-on training and transitional period.  There is also a long term, assumable, fair market value lease in place to ensure practice stability.  The owner is motivated and is selling his practice to retire.  If you have an interest and are financially qualified, please contact Les G. Wozniak at TGRG for additional information at 972-820-6560.
                                    "
bizbuysell,Price Reduced! Dermatology Practice For Sale,/Business-Opportunity/Price-Reduced-Dermatology-Practice-For-Sale/1162074/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Los Angeles, CA","
                                        Price Reduced! Dermatology Practice For Sale
Los Angeles County, CA
Asking $129,000
Ref# MD870

Established for 10 years with a patient base consisting mostly of Los Angeles and Orange County residents, this Dermatology practice is now available for sale. The Seller is offering to stay on board for a couple of months to introduce the patients and assist in a smooth transition. The center is located on the 3rd floor of a modern sky rise building that is conveniently close to a freeway. The office features 1,200 square-feet and includes 3 exam rooms, dictation room, waiting room and station. Services offered include Cosmetic Dermatology including treatment of skin, hair and nail disorders. The seller is relocating to another location approximately 12 miles away and will agree to a non-compete.

GROSS INCOME 
2013 = $359,293
2012 = $386,241 
2011 = $356,602

ACQUISITION FINANCING A V A I L A B L E

Please Contact ProMed Financial, Inc. For More Information
Phone 888-277-6633
Fax 888-577-6633
www.promed-financial.com
info@promed-financial.com
                                    "
bizbuysell,25 Station Luxury Santa Monica Hair Salon - $200k Buildout!,/Business-Opportunity/25-Station-Luxury-Santa-Monica-Hair-Salon-200k-Buildout/1091286/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Santa Monica, CA","
                                        Please dial Extension 552 if you decide to call us at (800) 985-4939 so you are routed properly!  Thanks!  

The 2423 sqft space is a modern, open design, with large windows, natural light, high ceilings and cement floors. Salon was completely built out 3 years ago for 200K and is fully up to City of Santa Monica building and safety codes. Equipped with 25 custom work-stations station, treatment room and much more, you have to see it to believe it.  With great visibility and walk in traffic, the salon is located on a busy walking street, near high end restaurants, gyms and retail shops. The business has a full staff, extensive clientele, great online presence and a excellent reputation. Turn key opportunity, NDA is required for exact business ID.  Adjusted Net is for an active owner operator who has their own book of business.  Current ownership averages $80k Earnings so this should be an achievable metric.  Absentee owners would net about $1,500.00 per month approximately, so owner-stylists would be the preferred acquisition scenario.
                                    "
bizbuysell,"Personal Care Home for Sale, Low Vacancy",/Business-Opportunity/Personal-Care-Home-for-Sale-Low-Vacancy/1073477/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Allegheny, PA","
                                        Nice personal care home for sale. Well established and well known in the area.  Updates have improved ease-of-care plus made the residents enjoy their living areas more.  Good resident base with few to no residents needing special attention.  Good flow of new inquiries so the owner can be picky about who becomes a resident. Great staff.

Contact me to learn more.

Kevin Blank
Clear Choice Enterprises, LLC
                                    "
bizbuysell,Busy Non-Medical Senior Care Services,/Business-Opportunity/Busy-Non-Medical-Senior-Care-Services/750656/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Redding, CA","
                                        This is a busy Senior Care (non-medical) business, our business focuses on assisting seniors and their families make tough decisions by finding Assisted Living or In Home Care in their area. We earn income by making contracts with established area care providers and get paid handsomely every time our clients choose care with one of those providers. 
We help families at very difficult times in their lives and feel great while doing it, knowing that we have made a difference with each and every client that we support. 
Unlike other senior care businesses, we provide our services absolutely FREE to our clients. That s right, FREE. We get paid by the hundreds of care providers that contract with us to connect our clients with them. 
The Senior Care industry is booming. The US Census Bureau states that: the over 65 population will grow by 10,000 PER DAY. We have a unique, award winning system that creates the most clients and produces the highest profit margins in the industry. With years of combined experience and full, extensive training and corporate provided leads you will be set up for success. We are the industry leader; this is a scalable business model serving an industry with explosive growth. 
Founded in 1995 by a social worker after observing the personal trauma experienced by a family whose loved one had been placed in the wrong type of facility, We became the pioneer organization of the now thriving senior placement industry. Today, under the careful direction of that same founder, we're helping families make safe choices all over America and are developing our brand with a steady and calculated growth to ensure a superior platform for the support of our franchisees nationwide. 
 
We assist seniors and their families with the difficult task of identifying the most appropriate residential facility or in-home care service in their area. Each of our offices are contracted with dozens of providers in their region and are paid handsomely every time a client
                                    "
bizbuysell,Existing Health Club for Sale - Great Opportunity,/Business-Opportunity/Existing-Health-Club-for-Sale-Great-Opportunity/1082874/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Miami, FL","
                                        Existing Health Club for Sale - Great Opportunity to step into an existing business with membership base.
                                    "
bizbuysell,In Home Care & Medical Staffing Business for sale,/Business-Opportunity/In-Home-Care-and-Medical-Staffing-Business-for-sale/1078325/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Martinsburg, WV","
                                        In-Home Care and Medical Staffing business for sale. This growing business is ready for a franchisee to take it to the next level. This business is riding the wave of more seniors ( baby boomers) wanting a variety of in-home light medical services. The business model offers a variety of services from hourly helper services to 24 hour care. Growing revenues and strong margins make this a great opportunity for a customer service, hands on operator. An owner operator can increase gross dollars by 15K per year. Don't wait  For more information, contact Greg Ellwood at 703 462 2334 x 701.
                                    "
bizbuysell,Great Cash Flowing Pharmacy!,/Business-Opportunity/Great-Cash-Flowing-Pharmacy/1074344/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"San Diego, CA","
                                        Must be a Pharmacist............ Pharmacy is near a medical center with lots of exposure. Great opportunity for an entrepreneur pharmacist or an big pharmacy adding one more to their portfolio. This pharmacy accepts most insurance including Medicare Part-D, HMO-Medical and commercial insurance.
                                    "
bizbuysell,Well Located MedSpa and Weight Loss Center!,/Business-Opportunity/Well-Located-MedSpa-and-Weight-Loss-Center/1052967/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"North Miami Beach, FL","
                                        Great Opportunity to own a great wellness spa with tremendous profit potential. Nice investment opportunity for steady cash flow with expansion potential.  (active or passive ownership)  (also qualifies for E2 or L investment visa)
                                    "
bizbuysell,Established Fitness Center Available for Investment Opportunity,/Business-Opportunity/Established-Fitness-Center-Available-for-Investment-Opportunity/1052963/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Coral Gables, FL","
                                        Established and popular fitness center, well known. Owner relocating. Great opportunity for steady cash flow with expansion potential.
                                    "
bizbuysell,Established Anti-Aging and Wellness Spa- Prime Location,/Business-Opportunity/Established-Anti-Aging-and-Wellness-Spa-Prime-Location/1050081/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Scottsdate, AZ","
                                        Established diet center, well known, recently renovated. Owner relocating. Great opportunity for steady cash flow with expansion potential.
                                    "
bizbuysell,Established Weight Loss Center Available,/Business-Opportunity/Established-Weight-Loss-Center-Available/1047673/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Dallas, TX","
                                        Fully built-out, newly renovated diet and weight loss center with national branding and loyal following. Sale includes space (built-out) as well as full training and support for new owners.
                                    "
bizbuysell,Branded Women's Fitness Club - Great Opportunity!,/Business-Opportunity/Branded-Women-s-Fitness-Club-Great-Opportunity/1072705/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Duval County, FL","
                                        nationally branded, popular health club and spa for women - great dynamic programs and offerings including classes, group fitness, memberships, personal training, weight loss plans and retail products.  Expansion Potential!
                                    "
bizbuysell,Womens Health Club - popular national brand,/Business-Opportunity/Womens-Health-Club-popular-national-brand/1072701/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Berkeley Lake, GA","
                                        award winning health club for women with full amenities - cardio, classes, premium offerings, personal training and more.  Tap into a 70 billion dollar high growth industry and profit from the sale of memberships, personal training, corporate deals, and wellness plans - great opportunity
                                    "
bizbuysell,Health Club for Women - Excellent Opportunity!,/Business-Opportunity/Health-Club-for-Women-Excellent-Opportunity/1066965/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Athens, GA","
                                        great opportunity for re-occurring revenue! own a branded fitness center for women (national brand) with great upside potential for growth!  complete training and support provided!
                                    "
bizbuysell,Anti Aging Spa and Weight Loss Center - Active or Passive Ownership,/Business-Opportunity/Anti-Aging-Spa-and-Weight-Loss-Center-Active-or-Passive-Ownership/1066046/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Doral, FL","
                                        Great Investment Opportunity - Anti Anging Spa, Wellness + Weight Loss Center.  National Brand. Profit from the sale of weight loss products, packages, and treatments.  Qualifies for E2 Investor Visa, can be active or passive ownership.   Full support and training provided, no prior experience needed.
                                    "
bizbuysell,Anti-Aging Spa and Weight Loss Center,/Business-Opportunity/Anti-Aging-Spa-and-Weight-Loss-Center/1065992/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Johns Creek, GA","
                                        Own all or part of an anti-aging spa and weight loss center, great margins and high revenue potential with national brand, and expanding in region.  Management team available for passive owners.  Great investment opportunity for medical professionals
                                    "
bizbuysell,Great Opportunity - Anti Aging Spa + Weight Loss Center,/Business-Opportunity/Great-Opportunity-Anti-Aging-Spa-Weight-Loss-Center/1065987/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Tampa, FL","
                                        Great opportunity (active or passive owner) to own a anti-aging spa and weight loss/wellness center with exclusive packages and product lines. Caters to mid to upper market with popular membership plans and daily options. Expansion potential!
                                    "
bizbuysell,Popular Spa and Weight Loss Center  - Great Opportunity,/Business-Opportunity/Popular-Spa-and-Weight-Loss-Center-Great-Opportunity/1065981/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Columbus, GA","
                                        Own a nationally branded weight loss center + wellness spa, multiple revenue centers
                                    "
bizbuysell,Bronx Pharmacy  -25062,/Business-Opportunity/Bronx-Pharmacy-25062/1071781/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Bronx County, NY","
                                        35 year established Bronx Pharmacy. Absentee ownership All insurances. 85/95 scripts daily. Local pick up & delivery. Seller is absentee Call 1-877-735-5224 for explanation of $250,000 Cash Flow. Seller requires Proof of Funds.
                                    "
bizbuysell,Orthopedic and Medical Supplies Retailer  - 24077,/Business-Opportunity/Orthopedic-and-Medical-Supplies-Retailer-24077/1071127/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Orange County, NY","
                                        Orthopedic and medical supplies retailer with a large customer base and excellent reputation. Multiple HMO contracts in place. Company outsources a large percentage of work and has extensive in-house facilities for assembly, preparation, modification and storage. Sale INCLUDES $200,000 in Inventory AND $150,000 worth of equipment & furnishings. Existing referral network, highly qualified staff and established operational procedures are in place. Store-front is well known by the surrounding communities and waiting room is frequently full. Available with long term lease or with property (for sale by owner for an additional $400,000).
                                    "
bizbuysell,Tan Salon Opps,/Business-Opportunity/Tan-Salon-Opps/1070933/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Grayslake, IL","
                                        This is a great business that is easy to work yourself or manage employees. Learn from a seasoned professional to grow the business and make extra income.
                                    "
bizbuysell,Anti-Aging Spa and Wellness Center (Great Opportunity!),/Business-Opportunity/Anti-Aging-Spa-and-Wellness-Center-Great-Opportunity/1066972/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Ballantyne, NC","
                                        Great Opportunity to own a well-branded, popular weight loss/wellness and anti-aging spa (BalanceDiet) in the top market of Charlotte!  Best client base and exclusive products and services, including re-occurring revenue lines
                                    "
bizbuysell,Boutique fitness center with personal training and signature classes,/Business-Opportunity/Boutique-fitness-center-with-personal-training-and-signature-classes/1065995/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Weston, FL","
                                        Great opportunity to own a boutique health club/fitness studio with signature classes, personal training, wellness coaching and more.  Juice bar can be added.  Qualifies for E2 or Investor Visa.  Active or Passive ownership opportunity
                                    "
bizbuysell,Exciting Health Club Opportunity - Active or Passive Owner -,/Business-Opportunity/Exciting-Health-Club-Opportunity-Active-or-Passive-Owner/1065989/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"St Petersburg, FL","
                                        Top branded health club for women with signature amenities. Great business for active or passive owner or investor visa opportunity. Complete support and management oversight provided (if needed).
                                    "
bizbuysell,In-Home Senior Care * Staffing*Assisted Living Services,/Business-Opportunity/In-Home-Senior-Care-Staffing-Assisted-Living-Services/1162130/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Stroudsburg, PA","
                                        THIS IS A WELL ESTABLISHED TOP BRAND IN-HOME SENIOR CARE FRANCHISE. YOU WILL BUY INTO IMMEDIATE CASH FLOW, MULTIPLE REVENUE STREAMS AND AN ESTABLISHED CLIENT BASE. The seller has a great list of clients and caregivers ready for a new owner to take over. There are large national accounts associated with this franchise. A well-trained staff will help make your transition into this business smooth. 

We are a medical and non-medical home care provider assisting primarily seniors over the age 65 with assistance in the activities of daily living including both companion care and hands-on personal care services. 

******************************************************************************************** 
YOU DO NOT NEED TO HAVE A MEDICAL OR RELATED BACKGROUND TO BE SUCCESSFUL IN THIS BUSINESS.

***********************IMPORTANT************IMPORTANT*******************

Please look for an automatic email response from Ted Kolb within five minutes of submitting your request for information. The email will contain a link to our quick 3-minute online NDA. We will contact you to discuss the details of the business shortly after the NDA has been submitted.BE SURE TO CHECK YOUR SPAM or JUNK MAIL FOLDER. 

*********************************************************************************
The seller and the franchisor wished us to keep this sale confidential which is why we are not publishing sensitive financial information or the name.

**** IMPORTANT **** Information in this ad may not reflect the most recent data on the business being sold. Always consult your financial adviser, attorney, or a licensed CPA prior to making any offers on this business. All information concerning this business will be supplied by the franchisor or the actual seller. Blue Stone Business Group has not verified any earnings claims, EBITDA, Cash Flow or add-back numbers. You will need to verify all information with the seller and/or your accountant. Blue Stone Business Group or Patrick Sherman is not responsible for the accuracy of any of the information and you agree to indemnify and hold consultant and its agents harmless from any claims or damages which may occur by reason of the inaccuracy or incompleteness of any information provided to you.
                                    "
bizbuysell,Retirement sale! Busy Senior Care Business- Non-Medical,/Business-Opportunity/Retirement-sale-Busy-Senior-Care-Business-Non-Medical/750330/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Concord / Walnut Creek, CA","
                                        - - - - PRICE REDUCTION - - - Retirement Sale  - - - Senior Care industry is on a major upswing. 10,000 baby boomers turn 65 everyday.

Selling a profitable, non-medical, senior care franchise unit. Our business focuses on assisting seniors and their families
navigate the complex world of senior care options by finding safe and prescreened independent and assisted living communities, board and care homes, memory care facilities, in-home care and other communities resources. We have secured contracts with dozens of established care providers in the Concord / Walnut Creek area and earn substantial commissions every time a client chooses care with one of those providers. Because we are compensated by the care providers, we provide our services to seniors and families completely free of charge. Commissions range from $1200 10,000+ per referral/placement. This is a simple business model that does not require an office or employees.

Apart from taking over an already established and profitable business, you will also benefit from the support that comes with owning a
franchise such as extensive training, software and IT support, marketing materials, and corporate-generated leads. We have invested
a significant amount of money, procured multiple contracts with care providers, established our name in Denver and surrounding areas with healthcare communities and have laid the groundwork for success.

The Baby Boomer aging statistics are staggering and this industry, without a doubt, will continue to grow.. By 2030, the 65-plus
population will double to about 71.5 million, and by 2050 will grow to 86.7 million people (U.S. Census). This is a great business for anyone desiring to jump into the booming senior care industry without all the headaches and liabilities of running a staffing agency, care home or in-home care company. 

The current owners are 70 and ready to retire.  Bring all offers!
                                    "
bizbuysell,Major Dental Laboratory Business In Bergen County For Sale,/Business-Opportunity/Major-Dental-Laboratory-Business-In-Bergen-County-For-Sale/1060507/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Bergen County, NJ","
                                        THE BEST DENTAL LAB IN BERGEN COUNTY FOR SALE.

When you choose ""The Dental Professionals"", we know that you rely on us for consistent and high quality restorations, outstanding service, and constant communication. As such, this LAB will exceed your expectations in order to provide you with the best in class for you and your patients.
The LAB is a full service dental laboratory servicing our dentist clients with outstanding workmanship of various types. Our 38 years of expertise in implant, full mouth fixed reconstructive, complex cosmetic, and removable restorations, enables us to be an invaluable resource and an extension of your dental practice. The combined years of experience on our technical team are impressive, with several highly skilled Master Technicians. Our laboratory houses the finest and latest equipment providing our technicians with the tools and technology to deliver aesthetic and functional excellence in all of our dental laboratory products.

Digital Dentistry is rapidly becoming a standard procedure for state of the art Dentistry. As your dental laboratory, we want you to be confident knowing that we are a team of highly trained and skilled technicians. We pride ourselves in providing the products that you need to keep your patient's smile healthy. To give you the best possible service and results, we are committed to continual education and learning. We attend dental lectures, meetings, and dental conventions to stay informed of new techniques, the latest products, and the newest equipment that a modern dental laboratory can utilize.

A Positive Experience
Building a foundation of trust by treating our doctors as special individuals is vital to our success. We understand the investment that your patients are making, and how our performance affects you and your patient. Our entire team is dedicated to providing you with excellent, personalized service to make your experience with us as pleasant as possible.
                                    "
bizbuysell,2 Assisted Living facilities,/Business-Opportunity/2-Assisted-Living-facilities/1056677/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Front Royal, VA","
                                        Two assisted living facilities specializing in intensive assisted living and dedicated to Alzheimer's and Dementia residents. The facilities licensed caregivers provide quality services 24 hours a day in a safe and secure environment. The corporation is for sale with includes the RE and all VA state approvals. For more information, Call Greg Ellwood or Ed Lee @ 703 462 2334 for more information
                                    "
bizbuysell,Busy Senior Care Business- Non-Medical,/Business-Opportunity/Busy-Senior-Care-Business-Non-Medical/750226/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"San Mateo -Burlingame, CA","
                                        This is a busy Senior Care (non-medical) business, our business focuses on assisting seniors and their families make tough decisions by finding Assisted Living or In Home Care in their area. We earn income by making contracts with established area care providers and get paid handsomely every time our clients choose care with one of those providers. 
We help families at very difficult times in their lives and feel great while doing it, knowing that we have made a difference with each and every client that we support. 
Unlike other senior care businesses, we provide our services absolutely FREE to our clients. That s right, FREE. We get paid by the hundreds of care providers that contract with us to connect our clients with them. 
The Senior Care industry is booming. The US Census Bureau states that: the over 65 population will grow 10,000 PER DAY. We have a unique, award winning system that creates the most clients and produces the highest profit margins in the industry. With years of combined experience and full, extensive training and corporate provided leads you will be set up for success. We are the industry leader; this is a scalable business model serving an industry with explosive growth. 
Founded in 1995 by a social worker after observing the personal trauma experienced by a family whose loved one had been placed in the wrong type of facility, We became the pioneer organization of the now thriving senior placement industry. Today, under the careful direction of that same founder, we're helping families make safe choices all over America and are developing our brand with a steady and calculated growth to ensure a superior platform for the support of our franchisees nationwide. 
 
We assist seniors and their families with the difficult task of identifying the most appropriate residential facility or in-home care service in their area. Each of our offices are contracted with dozens of providers in their region and are paid handsomely every time a client is
                                    "
bizbuysell,"Motivated Seller,  physical therapy office in medical building.",/Business-Opportunity/Motivated-Seller-physical-therapy-office-in-medical-building/1049392/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Queens, NY","
                                        Practice located in Queens, New York. This physical therapy office is 2500 sq. ft. with 9 treatment rooms. There are 3 therapists and they take most insurance plans. There are great referral sources and they are well known in the area as they have been in the same  location for 25 years.
                                    "
bizbuysell,Well Located Weight Loss Center- Price Reduced!,/Business-Opportunity/Well-Located-Weight-Loss-Center-Price-Reduced/1049968/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Marietta, GA","
                                        fully built out weight loss center and spa, 1700 square feet in prime location. Under market lease and high visibility. Great Opportunity - no previous experience required.
                                    "
bizbuysell,Important pathology laboratory and building,/Business-Opportunity/Important-pathology-laboratory-and-building/730178/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Nassau Point, NY","
                                        IN BUSINESS SINCE 1998, THEY PROVIDE 
PATHOLOGICAL ANALYSIS AND DIAGNOSTIC SERVICES 
FOR AMBULATORY SURGERY CENTERS, 
DERMATOLOGISTS AND OTHER INDEPENDENT 
MEDICAL PRACTICES. THEY PROVIDE 24 HOUR TURN- 
AROUND SERVICE AND ACCURATE DIAGNOSIS. They 
employ several pathologists who are either employees or 
contract service providers and trained lab technicians who 
provide these services. They have strong relationships with 
their clients and even have one satelite office on the premisis 
at one important client. Facilities: A MODERN 2 STORY 
15,000 SQUARE FOOT BUILDING . THE MEDICAL LAB 
OCCUPIES THE GROUNGD FLOOR AND THE LOWER 
LEVEL . THERE IS A TENANT ON THE UPPER FLOOR. 
THE BUSINESS HAS ALL STATE-OF -THE -ART 
EQUIPMENT AND IT HAS BEEN RECENTLY UPGRADED 
TO A NEW LABORATORY INFORMATION SYSTEM WHICH 
ALLOWS THEM TO PROVIDE PREMIUM QUALITY 
SERVICE AT A VERY COMPETITIVE PRICE. 
Owner Qualifications: BUSINESS EXPERIENCE 
NECESSARY . BUYER DOES NOT HAVE TO BE A 
DOCTOR.
                                    "
bizbuysell,Major psychotherapy center for sale,/Business-Opportunity/Major-psychotherapy-center-for-sale/672522/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Long Island City, NY","
                                        The Center offers treatment for conditions, including ADHD 
bipolar disorder panic attacks phobias post-traumatic 
stress schizoaffective disorder schizophrenia. 
The Center offers support for people coping with: chronic 
pain physical illness domestic or relationship violence 
physical, verbal and sexual abuse family and relationship 
issues loss, grief, bereavement illness of a loved one. 
THE philosophy is to provide care for the whole person in his 
or her relationship with the family, household, and community. 
Our staff psychotherapists and psychiatrists provide 
knowledgeable assistance with warmth, concern, and 
privacy, in a comfortable and supportive atmosphere. We 
take a holistic approach to patient care and strive to support 
caregivers, partners, and other involved people, as well as 
the individual. Using play therapy with children Offering crisis 
 Offering family therapy Offering groups for parents. 
Psychiatric services can provide medication when 
appropriate for adults and children, guidance in clinical 
matters, and advice about managing , anxiety, agitation, 
confusion, memory loss, Alzheimer's Disease, and the 
psychiatric aspects of other illnesses. 
Multi- language: English Espanol and Greek. 
 
Our Center is a Community Based Facility oriented to serve 
families and individuals. Our Director has over twenty years 
providing services for our community. We provide treatment 
for depression, anxiety, panic attacks, chronic 
illness,domestic violence, and family 
do parenting groups. 
We have experienced counselors, social workers, 
psychologists and psychiatrists (for children, adolescents and 
adults) availabe in our office or for referral. 
 
We do accept most of the health insurance companies 
TO CONTACT US, GO TO OUR HOMEPAGE 
www.lisitenassociates.com DOWNLOAD, FILL IN AND FAX 
THE NDA TO : 212-661-4285.
                                    "
bizbuysell,Dental Practice,/Business-Opportunity/Dental-Practice/656197/?d=/wEFKCUyZmhlYWx0aC1jYXJlLWNvbXBhbmllcy1mb3Itc2FsZSUyZjglMmY=,"Ocean County, NJ","
                                        Listed here in 2007 when grossing $1,2MM. Took listing down when changed his mind about retiring. Steadily increasing gross, low overhead. Will gross $1.7MM this year. Draws salary $250,000, no professional employees or hygienist, refers out oral surgery and orthodontics. High volume, high profit practice, >1,000 active patients.
                                    "
